,AuthId,Catch_01,Catch_02,Catch_03,Decenter_01,Decenter_02,Decenter_03,Decenter_04,Decenter_05,Decenter_06,Decenter_07,Decenter_08,Decenter_09,Decenter_10,Decenter_11,Decenter_12,Decenter_13,Decenter_14,Decenter_15,Decenter_total,Domain1,Domain2,Domain3,Domain4,Domain5,FFMQ_01,FFMQ_02,FFMQ_03,FFMQ_04,FFMQ_05,FFMQ_06,FFMQ_07,FFMQ_08,FFMQ_09,FFMQ_10,FFMQ_11,FFMQ_12,FFMQ_13,FFMQ_14,FFMQ_15,FFMQ_ActingwAwareness,FFMQ_Describing,FFMQ_NonJudging,FFMQ_NonReactivity,FFMQ_Observing,FFMQ_total,FirstGeneration,PSS_01,PSS_02,PSS_03,PSS_04,PSS_05,PSS_06,PSS_07,PSS_08,PSS_09,PSS_10,PSS_total,PersonalWB_01,PersonalWB_02,PersonalWB_03,PersonalWB_04,PersonalWB_05,PersonalWB_06,PersonalWB_07,PersonalWB_08,PersonalWB_09,PersonalWB_10,PersonalWB_11,PersonalWB_Anger,PersonalWB_Anxiety,PersonalWB_Happiness,PersonalWB_SWLS,PersonalWB_Sadness,Reappraisal_01,Reappraisal_02,Reappraisal_03,Reappraisal_04,Reappraisal_05,Reappraisal_06,Reappraisal_07,Reappraisal_08,Reappraisal_09,Reappraisal_10,Reappraisal_11,Reappraisal_12,Reappraisal_13,Reappraisal_14,Reappraisal_15,Reappraisal_16,Reappraisal_17,Reappraisal_CFI,Reappraisal_ERQ,Reappraisal_SRI,Reappraisal_total,SMM_01,SMM_02,SMM_03,SMM_04,SMM_05,SMM_06,SMM_07,SMM_08,SMM_total,SexualOrientation,SocialDomains_total,SocialWB_01,SocialWB_02,SocialWB_03,SocialWB_04,SocialWB_05,SocialWB_06,SocialWB_07,SocialWB_08,SocialWB_09,SocialWB_10,TestAnxiety_01,TestAnxiety_02,TestAnxiety_03,TestAnxiety_04,TestAnxiety_05,TestAnxiety_06,TestAnxiety_07,TestAnxiety_08,TestAnxiety_09,TestAnxiety_10,TestAnxiety_11,TestAnxiety_12,TestAnxiety_13,TestAnxiety_14,TestAnxiety_15,TestAnxiety_16,TestAnxiety_17,TestAnxiety_18,TestAnxiety_19,TestAnxiety_20,TestAnxiety_21,TestAnxiety_numberoftest,TestAnxiety_total,Time,YearofStudy,CatchSum,CorrectID
36,AKyiDBDhhISuMHxOduydEwX2wZw1,1,1,1,3,3,3,4,2,3,4,2,3,2,2,3,2,3,3,42,16,14,13,13,17,4,4,3,3,2,5,3,2,2,1,2,3,4,4,1,9,10,9,4,11,43,No,1,3,2,2,1,1,1,3,1,1,16,5,5,6,2,4,2,4,6,4,2,2,6,6,10,16,4,6,5,2,6,5,4,7,6,7,7,5,2,3,4,3,3,2,32,28,17,77,1,3,2,3,2,1,3,3,18,Heterosexual or Straight,73,9,7,6,8,10,3,9,4,9,8,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,24,1,First year,3,45493
37,AiOC9kh4QBboy9evMaZ5Mpo8r8O2,1,1,1,2,2,2,2,3,3,4,3,4,4,4,4,2,4,2,45,15,12,17,14,17,4,4,5,5,5,4,4,4,5,1,5,4,3,4,1,12,12,14,7,13,58,No,2,1,4,1,1,2,2,2,2,0,17,6,6,6,3,5,2,4,5,4,2,6,7,10,10,18,4,4,4,5,2,4,6,6,6,6,6,6,4,4,3,3,3,3,30,25,20,75,2,3,2,3,3,1,1,1,16,Heterosexual or Straight,75,9,6,5,7,9,8,9,5,9,8,1,1,2,1,1,2,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,3,29,1,First year,3,45582
38,B1SPrIgKPiXt1rc040hIi2hXzYe2,1,1,1,4,4,4,3,4,3,4,3,3,3,4,3,4,3,3,52,15,10,13,13,12,2,3,3,2,1,5,3,3,2,4,2,3,3,3,3,9,9,7,8,9,42,No,2,1,3,2,2,3,2,3,3,2,23,5,3,4,4,4,3,5,4,3,3,3,7,8,8,12,6,4,3,3,5,4,4,6,5,5,5,4,3,4,3,2,3,4,25,23,19,67,1,3,0,1,1,1,2,1,10,Heterosexual or Straight,63,8,7,4,6,6,7,7,6,7,5,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,31,1,First year,3,45200
39,BFzbQTcXIrhzv1jMpQ2GkzXmiRV2,1,1,1,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,41,6,9,6,7,7,3,3,2,3,3,1,3,4,3,3,2,2,4,3,3,10,8,9,9,6,42,No,0,0,4,2,2,3,2,3,2,3,21,4,4,4,4,3,7,7,3,6,7,5,10,12,6,12,14,3,3,3,3,3,3,5,4,5,5,5,3,3,3,3,3,3,24,18,18,60,3,2,2,2,2,2,2,2,17,Heterosexual or Straight,35,3,3,7,2,3,3,5,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,26,1,Second year,3,45059
40,BPCVwfIwYWZPmAlxVELdbIFAueh2,1,1,1,5,4,2,3,1,2,1,1,1,1,3,2,2,2,4,34,14,17,13,13,18,4,2,1,2,2,3,2,4,3,4,3,2,3,5,2,8,6,10,8,10,42,No,2,3,2,4,2,4,3,3,2,2,27,5,4,4,1,5,3,6,4,4,3,6,5,12,9,13,6,7,7,2,6,5,3,6,5,2,6,5,3,4,3,3,2,2,24,30,17,71,1,0,1,1,3,1,0,0,7,Heterosexual or Straight,75,7,7,9,8,8,5,8,5,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,22,1,Second year,3,46379
41,CLGRRZdpEJfPXTf1tiTFa5b1i8a2,1,1,1,3,3,2,2,2,3,3,2,2,2,3,3,2,3,3,38,17,12,16,11,18,3,3,2,1,3,4,3,4,2,3,4,2,3,3,2,9,8,6,8,11,42,No,2,2,3,2,2,3,3,3,3,2,25,5,5,6,4,6,5,5,6,4,4,5,8,10,12,16,9,6,5,6,5,6,5,6,5,5,5,6,4,5,4,4,1,1,27,33,19,79,1,3,0,2,1,0,2,3,12,Heterosexual or Straight,74,8,9,4,8,10,6,8,3,9,9,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,26,1,First year,3,45359
42,ClAUP4fhrUaUW4RhM2HjX93hzHs2,1,1,1,4,4,4,4,4,3,3,3,3,3,3,3,2,3,2,48,10,10,8,12,15,4,2,4,3,4,4,1,3,2,3,4,2,3,3,2,10,5,8,9,12,44,Yes,3,3,3,1,2,3,2,2,3,2,24,2,3,3,4,4,4,5,4,5,5,6,9,11,8,8,9,6,6,6,6,7,6,7,6,6,6,6,3,4,4,4,4,4,31,37,23,91,0,1,0,1,1,0,1,1,5,Heterosexual or Straight,55,5,5,5,5,4,4,4,8,8,7,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,23,1,Third year,3,45158
43,D6wavEshrRTWj0o5PV0ox3dEHRi2,1,1,1,3,2,4,3,3,4,3,3,4,3,2,3,3,4,4,48,8,13,10,12,11,4,2,4,3,3,2,2,3,3,4,4,2,3,2,3,10,6,8,10,10,44,No,3,3,3,2,2,3,2,3,3,3,27,4,3,5,3,4,5,5,4,4,4,5,7,10,8,12,9,5,5,3,5,3,4,5,5,5,5,4,4,4,3,4,4,4,24,25,23,72,3,2,1,2,2,0,2,1,13,Heterosexual or Straight,54,4,4,7,6,5,5,5,7,5,6,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,24,1,First year,3,45905
44,EArwcp73qSPtvIwdFFXOy62G22v2,1,1,1,4,4,3,3,4,3,4,4,4,5,3,3,3,4,4,55,16,13,16,16,12,5,4,2,3,4,3,2,1,3,2,4,4,1,3,3,4,10,9,9,12,44,No,2,3,3,0,2,3,2,1,2,3,21,6,5,6,3,5,3,5,6,6,2,5,9,10,11,17,5,7,7,6,7,7,6,6,6,5,4,5,4,5,3,3,2,2,26,40,19,85,2,2,1,3,0,3,1,2,14,Heterosexual or Straight,73,8,8,8,5,9,7,8,8,6,6,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,30,1,First year,3,45575
45,EBekMr3q2VNOfikAIpdRT59FzCQ2,1,1,1,5,5,4,5,5,5,5,5,1,5,5,5,4,4,4,67,19,20,20,20,20,5,5,4,5,5,5,5,5,5,2,5,4,5,5,1,14,14,15,8,15,66,No,1,2,0,0,0,0,0,0,0,0,3,7,7,7,1,7,2,2,7,1,1,2,2,4,14,21,3,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,35,42,30,107,1,3,1,3,1,3,1,3,16,Heterosexual or Straight,99,10,9,10,10,10,10,10,10,10,10,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,27,1,Second year,3,45565
46,El1SVXI3sVY05cFOF6FXGFuyAVG3,1,1,1,3,3,3,4,3,2,3,2,4,3,4,4,3,3,3,47,2,6,2,8,4,3,1,3,2,3,3,2,4,3,3,4,1,3,2,3,10,4,7,9,10,40,No,3,3,4,2,3,4,3,3,3,3,31,1,1,2,5,2,6,6,3,6,7,7,11,13,5,4,13,4,4,5,5,4,5,6,5,6,5,6,3,3,3,2,2,2,28,27,15,70,3,3,2,3,2,2,2,3,20,Heterosexual or Straight,22,1,1,4,2,2,0,5,3,3,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,0,27,1,First year,3,45527
47,EqDgHR4RRTSR7W0p48VFRtkpqQI3,1,1,1,4,4,3,3,1,5,1,1,4,4,4,4,1,3,1,43,4,7,3,13,10,4,1,3,2,3,1,1,3,3,2,5,1,3,3,1,9,3,8,6,10,36,No,3,4,3,3,4,4,3,4,2,4,34,2,2,6,1,3,1,4,3,1,3,5,2,9,6,10,4,6,2,2,2,2,2,4,7,1,7,1,1,1,1,4,4,3,20,16,14,50,3,3,0,2,2,0,1,2,13,Heterosexual or Straight,37,1,3,0,7,3,0,5,8,5,5,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,0,32,1,First year,3,45193
48,EzUpq5gJgZgLMbg8MONPY5gDMDP2,1,1,1,4,4,4,3,3,3,3,3,3,3,3,4,3,4,3,50,16,15,16,15,16,4,4,4,4,4,4,5,2,4,3,4,3,3,4,2,9,12,12,9,12,54,No,2,1,1,2,2,2,2,1,2,2,17,5,5,6,3,5,4,3,6,3,2,4,6,7,11,16,6,5,5,5,5,5,5,5,5,5,6,6,4,5,4,4,4,3,27,30,24,81,3,3,1,3,1,2,3,3,19,Heterosexual or Straight,78,8,8,7,8,8,8,8,7,8,8,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,23,1,First year,3,45216
49,FHMT0m6tM1TQJSWDsjHFfa0sxJN2,1,1,1,4,5,4,4,3,2,3,3,3,3,4,2,2,3,3,48,4,5,1,5,9,5,1,1,1,3,5,1,2,2,3,5,1,1,1,2,4,3,4,8,15,34,No,2,4,4,2,2,2,3,2,3,2,26,4,3,3,5,3,7,7,3,6,7,5,11,12,6,10,14,2,2,1,4,1,4,6,7,3,6,4,3,3,2,4,4,3,26,14,19,59,2,3,1,0,1,1,1,2,11,Bisexual,24,1,3,5,0,1,0,2,3,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,22,1,First year,3,45207
50,FKtOwjGFBQeCtxHHI3SffVEJ3P23,1,1,1,3,4,4,4,3,3,3,3,3,3,3,4,4,3,3,50,9,7,9,11,8,4,2,3,2,4,4,3,2,2,4,4,3,2,2,3,7,8,6,11,12,44,No,3,3,3,1,2,3,1,2,3,2,23,5,4,4,3,3,5,4,3,5,4,4,8,8,6,13,9,6,6,5,6,6,6,7,7,6,7,6,5,4,4,2,2,2,33,35,19,87,1,2,1,2,1,2,1,1,11,Heterosexual or Straight,44,4,5,5,2,6,3,5,6,4,4,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,0,29,1,Second year,3,45088
51,FY8TXsOJNEQkAdC7qIoQRjELRDr1,1,1,1,4,3,5,5,2,3,4,2,3,2,5,3,2,4,3,50,13,13,9,12,15,5,4,2,1,3,4,3,3,2,3,5,2,3,2,2,8,9,5,8,14,44,No,3,2,3,1,2,1,1,3,2,2,20,2,5,5,3,6,5,2,6,5,3,4,8,6,12,12,8,2,5,5,6,4,5,3,6,3,4,3,4,5,4,2,2,2,19,27,19,65,2,3,1,1,2,0,1,1,11,Heterosexual or Straight,62,7,6,8,5,6,3,3,9,7,8,1,2,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,28,1,First year,3,45301
52,FZ8ywFddcCSlLNZKMttkA1x4WJu1,1,1,1,3,3,4,3,2,3,3,3,4,3,2,3,2,3,3,44,10,8,8,12,15,2,3,3,3,2,3,3,3,3,2,2,3,3,3,2,9,9,9,6,7,40,Yes,2,1,2,2,1,1,2,2,1,2,16,5,4,5,3,4,4,4,5,4,4,4,7,8,9,14,8,4,4,5,5,4,5,6,5,5,5,4,4,3,4,3,2,3,25,27,19,71,2,1,1,3,2,2,3,2,16,Heterosexual or Straight,53,5,5,4,4,5,3,7,5,7,8,1,1,2,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,29,1,First year,3,46363
53,Fi0uWVfN2Eb6XmpHsBsBMh9aIDf2,1,1,1,5,2,3,2,2,3,3,4,3,4,3,2,2,3,3,44,10,16,4,8,7,2,2,3,4,3,1,2,4,4,2,3,2,4,4,3,11,6,12,8,6,43,No,2,3,1,2,2,1,2,2,1,1,17,3,3,3,3,6,4,6,5,5,3,3,8,9,11,9,7,5,5,3,2,2,2,6,5,6,6,3,3,3,3,3,2,3,26,19,17,62,0,0,0,3,3,1,3,0,10,Heterosexual or Straight,45,5,5,8,8,4,0,8,0,4,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,1,0,37,1,First year,3,45599
54,FyGvEGwu9cRnMW79wMEDIp8tM2e2,1,1,1,5,4,5,5,5,5,4,5,3,3,4,5,4,5,4,66,12,8,11,10,19,3,5,1,1,5,2,5,3,3,5,5,2,1,1,2,5,12,5,12,10,44,No,2,2,4,1,2,0,2,1,3,3,20,4,4,7,2,4,5,3,4,5,5,6,7,9,8,15,10,7,7,6,6,5,5,6,6,7,6,6,3,3,3,4,5,4,31,36,22,89,3,3,2,3,2,1,3,2,19,Heterosexual or Straight,60,7,5,5,3,7,4,3,7,9,10,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,3,34,1,First year,3,45554
55,GG1L3jHAGlZTP7ZYge0HiqOjBHZ2,1,1,1,3,3,2,4,2,5,4,4,4,4,3,1,1,2,2,44,11,8,16,13,4,3,3,1,1,2,2,3,2,1,2,2,2,2,2,2,5,8,4,6,7,30,Yes,4,3,4,2,1,1,1,1,3,2,22,5,3,5,4,4,3,7,5,6,3,7,10,14,9,13,6,5,5,6,5,6,5,6,5,6,5,6,3,3,3,4,4,4,28,32,21,81,1,4,0,3,1,0,1,1,11,Heterosexual or Straight,52,6,5,4,4,8,8,3,10,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,23,1,First year,3,45258
56,GHp83A3eX1gYfJ7xkTcoO9Q6Xql1,1,1,1,3,4,3,3,2,4,4,2,4,4,2,3,3,2,3,46,11,12,9,11,5,4,1,4,2,3,4,1,4,3,3,3,2,2,2,2,10,4,7,8,11,40,No,3,2,4,3,2,2,2,2,3,1,24,2,4,4,4,5,4,5,4,5,4,6,9,11,9,10,8,2,6,5,5,4,7,7,6,6,6,6,2,4,4,3,5,4,31,29,22,82,1,2,0,2,1,2,1,2,11,Heterosexual or Straight,48,6,5,7,5,6,3,5,6,3,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,26,1,First year,3,45297
57,GjA0hdlEMVM1baznys2FTIq92RP2,1,1,1,3,2,3,3,4,4,4,5,4,4,4,3,2,4,3,52,11,10,6,10,18,2,3,4,2,4,2,3,3,2,3,5,3,4,3,3,11,9,7,10,9,46,No,1,2,3,1,2,4,3,4,1,4,25,5,4,5,5,4,1,4,6,5,2,5,10,9,10,14,3,5,5,6,5,5,5,6,6,6,5,6,2,3,3,2,3,3,29,31,16,76,1,1,2,1,2,1,1,2,11,Heterosexual or Straight,55,5,6,5,5,4,2,4,6,8,10,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,0,30,1,Fourth year,3,45471
58,GnyHQJMl9CgaQbFpJB3eoYBYY1N2,1,1,1,3,3,3,3,2,2,4,4,2,4,3,4,3,3,2,45,11,15,10,10,6,4,3,5,4,4,2,3,5,5,2,4,3,4,4,3,14,9,13,9,10,55,Yes,2,3,4,3,2,3,3,2,2,2,26,5,6,4,4,5,4,5,5,3,2,4,7,9,10,15,6,6,6,6,6,7,6,6,5,5,6,5,3,4,4,4,4,2,27,37,21,85,2,1,1,1,1,1,1,0,8,Heterosexual or Straight,52,6,5,8,7,6,4,5,5,3,3,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1,0,31,1,First year,3,46359
59,HJdmVQrEqfV3hfRUCtnhQcUY6UC3,1,1,1,5,5,5,5,5,4,5,4,5,4,5,4,4,5,5,70,12,12,16,14,15,5,3,3,2,4,4,3,2,4,4,4,3,2,1,4,7,9,7,12,13,48,No,1,3,2,1,2,2,1,2,1,2,17,5,6,6,1,5,4,3,4,2,2,3,3,6,9,17,6,6,6,6,6,6,6,7,7,7,6,6,3,4,4,4,2,2,33,36,19,88,3,4,3,2,2,2,2,3,21,Heterosexual or Straight,69,7,5,5,7,8,8,7,7,8,7,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,34,1,First year,3,45388
60,HQ1h8P2jGASZMlNp6ljkf3vydfY2,1,1,1,3,3,4,3,3,2,2,3,2,3,3,2,1,2,2,38,13,10,6,11,12,5,2,4,2,2,1,2,4,2,4,2,2,4,3,3,12,6,7,9,8,42,No,2,3,2,3,1,2,2,3,1,2,21,3,4,5,3,4,4,5,5,4,3,5,7,10,9,12,7,4,3,4,5,3,3,3,3,4,3,3,4,4,4,3,3,4,16,22,22,60,1,1,0,0,1,0,1,1,5,Heterosexual or Straight,52,7,6,4,6,6,0,5,6,7,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,22,1,Third year,3,46364
61,He30TXddcwTe0ccoJWpxUXMAn0w1,1,1,1,3,2,4,4,1,4,2,2,2,2,2,3,4,4,5,44,7,9,1,12,12,4,2,2,3,4,3,2,2,2,4,1,1,2,2,2,6,5,7,10,8,36,Yes,3,3,4,3,3,4,3,2,4,4,33,1,1,1,2,2,6,6,2,6,6,7,8,13,4,3,12,5,5,2,5,6,5,7,6,5,5,6,5,5,5,3,2,2,29,28,22,79,0,2,0,1,2,0,1,1,7,Heterosexual or Straight,41,4,3,7,2,1,0,9,3,6,6,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,22,1,First year,3,45529
62,I1nooq81rjNcQd8xCOpHu7whGzk1,1,1,1,5,5,4,3,3,2,4,3,5,4,3,2,1,2,1,47,9,7,14,13,11,4,5,3,3,3,5,3,5,3,3,5,4,4,1,1,12,12,7,7,14,52,Yes,3,3,4,2,3,4,2,3,4,4,32,5,3,4,5,3,6,7,2,6,6,7,11,14,5,12,12,5,5,7,6,6,6,7,7,6,7,7,2,3,3,2,2,4,34,35,16,85,0,0,0,3,1,0,1,0,5,Heterosexual or Straight,54,6,3,3,4,6,8,8,5,5,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,3,25,1,First year,3,45531
63,Ik8mCsGM1cfQ46FKdHjpBNEeKwN2,1,1,1,2,5,4,3,4,3,4,2,1,2,5,4,4,5,3,51,7,11,13,14,14,4,3,1,2,5,2,2,3,3,4,5,3,2,3,4,6,8,8,13,11,46,No,2,2,4,1,2,4,2,4,3,4,28,2,2,2,3,3,6,7,2,5,6,7,8,14,5,6,12,2,2,6,5,6,5,7,6,6,6,5,2,2,2,4,3,3,30,26,16,72,3,4,1,4,3,1,3,3,22,Heterosexual or Straight,59,3,4,8,3,4,9,10,4,8,6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,3,23,1,First year,3,45628
64,IyDumodfNaZ838d6peWHjMT2EVC2,1,1,1,4,3,2,3,3,3,4,2,4,3,2,3,3,2,2,43,9,12,7,12,7,4,3,4,3,3,4,4,3,3,4,4,2,3,4,3,10,9,10,10,12,51,No,2,2,4,2,1,3,1,2,3,3,23,4,2,3,2,5,5,6,5,4,3,6,6,12,10,9,8,3,6,5,6,6,5,6,6,5,6,5,4,4,4,3,2,2,28,31,19,78,2,3,1,1,3,1,1,1,13,Heterosexual or Straight,47,4,5,6,6,4,3,6,6,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,22,1,First year,3,45224
65,JMxRIPTJ2QNHSN8FU3fCKjdoMxj2,1,1,1,5,4,3,4,4,4,4,4,3,3,3,4,4,4,4,57,16,16,17,15,15,2,5,4,4,4,5,5,5,4,4,4,5,4,5,4,13,15,13,12,11,64,No,2,2,2,1,1,0,2,1,3,0,14,4,4,6,4,5,2,4,5,4,1,3,8,7,10,14,3,6,6,6,6,6,6,6,6,6,6,6,4,4,4,3,3,3,30,36,21,87,3,3,3,3,3,3,3,3,24,Heterosexual or Straight,79,9,7,8,8,9,8,6,9,8,7,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,1,1,37,1,Second year,3,45361
66,K1JlrgtgApWEdJ8UXoKyUcn7wgg1,1,1,1,4,3,2,3,4,3,4,2,3,2,4,2,2,4,3,45,15,13,12,8,14,3,4,1,2,3,4,3,2,4,3,4,3,1,3,2,4,10,9,8,11,42,No,2,3,2,1,2,2,3,3,0,1,19,3,5,6,3,5,4,5,6,4,2,4,7,9,11,14,6,5,5,6,5,5,5,7,6,7,6,5,2,5,5,3,3,3,31,31,21,83,0,3,1,3,1,1,1,3,13,Heterosexual or Straight,62,7,8,6,7,8,4,5,3,7,7,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,0,24,1,First year,3,46362
67,KAfjX0YPVRSmiYOw4KKIaLlwRFB3,1,1,1,4,4,3,3,3,3,3,3,4,3,2,3,3,3,3,47,5,2,3,8,11,3,3,1,1,3,2,3,2,1,3,3,3,3,1,2,6,9,3,8,8,34,Yes,4,4,3,3,2,4,3,3,4,4,34,3,2,3,7,2,4,7,2,7,6,7,14,14,4,8,10,5,5,5,4,5,5,3,5,3,7,5,1,4,2,3,2,3,23,29,15,67,1,2,1,1,1,1,1,1,9,Bisexual,29,2,3,1,1,3,0,1,7,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,25,1,Second year,3,45162
68,KdfjGhgmwXU5dASJ8evvf8HCBRS2,1,1,1,4,4,1,1,3,2,2,2,2,2,4,3,2,4,3,39,5,4,1,16,7,4,2,2,1,4,3,2,4,1,5,2,1,3,1,4,9,5,3,13,9,39,No,2,4,4,2,3,3,2,3,2,3,28,4,2,1,4,2,6,5,2,4,6,6,8,11,4,7,12,5,3,4,5,4,3,6,5,6,6,5,3,2,2,4,4,4,28,24,19,71,1,3,0,3,3,0,3,2,15,Heterosexual or Straight,33,1,4,2,2,1,0,8,8,4,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,23,1,First year,3,45385
69,KlVYzoPrKWR0TyLARU77PVRcvTF3,1,1,1,3,3,2,3,2,3,3,2,4,2,2,3,2,2,2,38,6,8,12,11,11,2,3,4,3,2,2,3,5,3,2,3,3,4,3,2,13,9,9,6,7,44,No,2,3,2,3,3,3,3,3,2,3,27,2,3,3,4,4,4,5,4,4,4,5,8,10,8,8,8,2,3,3,3,4,3,6,6,5,6,3,2,2,2,4,4,3,26,18,17,61,1,2,1,1,1,1,1,1,9,Heterosexual or Straight,48,3,3,4,4,6,6,6,5,5,6,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2,1,0,31,1,Second year,3,45161
70,LqQdvkmViBVWbVdyMJLzxFTKWsT2,1,1,1,4,4,3,3,3,3,3,3,3,3,4,2,2,4,4,48,8,7,6,11,5,4,2,1,2,3,3,2,4,3,4,5,3,3,3,3,8,7,8,10,12,45,No,2,2,2,2,3,1,1,3,0,2,18,2,5,3,1,4,5,3,4,2,6,4,3,7,8,10,11,6,6,4,5,5,6,4,3,5,4,5,2,4,4,4,4,4,21,32,22,75,3,3,1,3,2,1,2,2,17,Heterosexual or Straight,37,4,4,3,4,3,3,6,5,2,3,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,0,27,1,First year,3,45276
71,Lt7aIAAaJIePq6KDCdY2szfUHas2,1,1,1,1,1,1,1,1,1,3,3,4,3,3,2,2,2,2,30,10,7,7,9,12,1,1,1,3,2,1,1,5,3,2,2,1,4,3,2,10,3,9,6,4,32,No,2,3,4,3,2,3,3,3,2,2,27,3,3,4,3,4,4,6,4,4,5,5,7,11,8,10,9,3,5,3,5,3,4,5,4,5,4,5,4,4,4,3,2,2,23,23,19,65,1,1,1,1,1,0,0,1,6,Heterosexual or Straight,45,6,4,4,3,5,2,6,3,6,6,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,23,1,Second year,3,45259
72,LwKHhb7HvHNe4bp6mnhlD1hQOwp2,1,1,1,2,2,2,4,3,3,5,4,2,2,1,4,3,3,3,43,15,17,16,16,14,4,4,3,5,3,5,3,5,5,1,5,4,4,5,3,12,11,15,7,14,59,Yes,3,4,4,2,2,3,2,3,4,4,31,3,2,4,5,4,6,7,4,4,4,7,9,14,8,9,10,6,5,5,6,5,5,6,6,5,6,7,4,4,4,3,2,2,30,32,19,81,2,1,1,1,0,0,0,0,5,Heterosexual or Straight,78,8,7,10,7,6,10,6,10,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,22,1,Third year,3,45583
73,MDNIP0AQUQXLdmXbXRRTRiO0NJW2,1,1,1,4,3,3,3,4,3,3,3,4,2,3,4,4,3,3,49,10,9,9,14,11,2,3,3,3,3,1,3,2,2,3,1,3,2,3,3,7,9,8,9,4,37,No,1,3,3,2,2,2,2,2,2,2,21,3,3,3,1,5,2,4,5,4,2,4,5,8,10,9,4,6,6,6,6,6,6,6,5,6,5,6,3,2,3,3,3,3,28,36,17,81,2,3,1,3,1,3,1,2,16,Heterosexual or Straight,53,4,6,3,6,6,3,6,8,6,5,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,0,31,1,Second year,3,45079
74,MZK7jtdBUURY68PRXiqVuaTJ2dg1,1,1,1,3,4,2,3,3,3,4,3,4,3,3,3,2,4,3,47,12,11,10,13,12,4,2,2,3,3,2,1,3,2,4,4,2,3,2,3,8,5,7,10,10,40,No,2,2,3,2,2,2,1,3,2,2,21,5,4,3,2,3,4,5,4,5,4,6,7,11,7,12,8,5,6,6,5,4,5,6,5,5,5,6,4,4,4,3,3,2,27,31,20,78,2,1,1,1,1,1,1,2,10,Heterosexual or Straight,58,6,6,5,6,5,5,6,7,7,5,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,25,1,First year,3,45113
